Gloria,1980,53,ACTRESS IN A LEADING ROLE,Gena Rowlands,FALSE
Coal Miner's Daughter,1980,53,ACTRESS IN A LEADING ROLE,Sissy Spacek,TRUE
Private Benjamin,1980,53,ACTRESS IN A SUPPORTING ROLE,Eileen Brennan,FALSE
Resurrection,1980,53,ACTRESS IN A SUPPORTING ROLE,Eva Le Gallienne,FALSE
Raging Bull,1980,53,ACTRESS IN A SUPPORTING ROLE,Cathy Moriarty,FALSE
Inside Moves,1980,53,ACTRESS IN A SUPPORTING ROLE,Diana Scarwid,FALSE
Melvin and Howard,1980,53,ACTRESS IN A SUPPORTING ROLE,Mary Steenburgen,TRUE
Coal Miner's Daughter,1980,53,ART DIRECTION,Art Direction:  John W. Corso;  Set Decoration:  John M. Dwyer,FALSE
The Elephant Man,1980,53,ART DIRECTION,"Art Direction:  Stuart Craig, Bob Cartwright;  Set Decoration:  Hugh Scaife",FALSE
The Empire Strikes Back,1980,53,ART DIRECTION,"Art Direction:  Norman Reynolds, Leslie Dilley, Harry Lange, Alan Tomkins;  Set Decoration:  Michael Ford",FALSE
Kagemusha (The Shadow Warrior),1980,53,ART DIRECTION,Yoshiro Muraki,FALSE
Tess,1980,53,ART DIRECTION,"Art Direction:  Pierre Guffroy, Jack Stephens",TRUE
The Blue Lagoon,1980,53,CINEMATOGRAPHY,Nestor Almendros,FALSE
Coal Miner's Daughter,1980,53,CINEMATOGRAPHY,Ralf D. Bode,FALSE
The Formula,1980,53,CINEMATOGRAPHY,James Crabe,FALSE
Raging Bull,1980,53,CINEMATOGRAPHY,Michael Chapman,FALSE
Tess,1980,53,CINEMATOGRAPHY,"Geoffrey Unsworth, Ghislain Cloquet",TRUE
The Elephant Man,1980,53,COSTUME DESIGN,Patricia Norris,FALSE
My Brilliant Career,1980,53,COSTUME DESIGN,Anna Senior,FALSE
Somewhere in Time,1980,53,COSTUME DESIGN,Jean-Pierre Dorleac,FALSE
Tess,1980,53,COSTUME DESIGN,Anthony Powell,TRUE
When Time Ran Out,1980,53,COSTUME DESIGN,Paul Zastupnevich,FALSE
The Elephant Man,1980,53,DIRECTING,David Lynch,FALSE
Ordinary People,1980,53,DIRECTING,Robert Redford,TRUE
Raging Bull,1980,53,DIRECTING,Martin Scorsese,FALSE
The Stunt Man,1980,53,DIRECTING,Richard Rush,FALSE
Tess,1980,53,DIRECTING,Roman Polanski,FALSE
Agee,1980,53,DOCUMENTARY (Feature),"Ross Spears, Producer",FALSE
The Day after Trinity,1980,53,DOCUMENTARY (Feature),"Jon Else, Producer",FALSE
From Mao to Mozart: Isaac Stern in China,1980,53,DOCUMENTARY (Feature),"Murray Lerner, Producer",TRUE
Front Line,1980,53,DOCUMENTARY (Feature),"David Bradbury, Producer",FALSE
The Yellow Star - The Persecution of the Jews in Europe 1933-45,1980,53,DOCUMENTARY (Feature),"Bengt von zur Muehlen and Arthur Cohn, Producers",FALSE
Don't Mess with Bill,1980,53,DOCUMENTARY (Short Subject),"John Watson and Pen Densham, Producers",FALSE
The Eruption of Mount St. Helens,1980,53,DOCUMENTARY (Short Subject),"George Casey, Producer",FALSE
It's the Same World,1980,53,DOCUMENTARY (Short Subject),"Dick Young, Producer",FALSE
Karl Hess: Toward Liberty,1980,53,DOCUMENTARY (Short Subject),"Roland Hallé and Peter W. Ladue, Producers",TRUE
Luther Metke at 94,1980,53,DOCUMENTARY (Short Subject),"Richard Hawkins and Jorge Preloran, Producers",FALSE
Coal Miner's Daughter,1980,53,FILM EDITING,Arthur Schmidt,FALSE
The Competition,1980,53,FILM EDITING,David Blewitt,FALSE
The Elephant Man,1980,53,FILM EDITING,Anne V. Coates,FALSE
Fame,1980,53,FILM EDITING,Gerry Hambling,FALSE
Raging Bull,1980,53,FILM EDITING,Thelma Schoonmaker,TRUE
Confidence,1980,53,FOREIGN LANGUAGE FILM,Hungary,FALSE
Kagemusha (The Shadow Warrior),1980,53,FOREIGN LANGUAGE FILM,Japan,FALSE
The Last Metro,1980,53,FOREIGN LANGUAGE FILM,France,FALSE
Moscow Does Not Believe in Tears,1980,53,FOREIGN LANGUAGE FILM,Union of Soviet Socialist Republics,TRUE
The Nest,1980,53,FOREIGN LANGUAGE FILM,Spain,FALSE
Altered States,1980,53,MUSIC (Original Score),John Corigliano,FALSE
The Elephant Man,1980,53,MUSIC (Original Score),John Morris,FALSE
The Empire Strikes Back,1980,53,MUSIC (Original Score),John Williams,FALSE
Fame,1980,53,MUSIC (Original Score),Michael Gore,TRUE
Tess,1980,53,MUSIC (Original Score),Philippe Sarde,FALSE
Fame,1980,53,MUSIC (Original Song),Music by Michael Gore; Lyric by Dean Pitchford,TRUE
Nine to Five,1980,53,MUSIC (Original Song),Music and Lyric by Dolly Parton,FALSE
Honeysuckle Rose,1980,53,MUSIC (Original Song),Music and Lyric by Willie Nelson,FALSE
Fame,1980,53,MUSIC (Original Song),Music by Michael Gore; Lyric by Lesley Gore,FALSE
The Competition,1980,53,MUSIC (Original Song),Music by Lalo Schifrin; Lyric by Wilbur Jennings,FALSE
Coal Miner's Daughter,1980,53,BEST PICTURE,"Bernard Schwartz, Producer",FALSE
The Elephant Man,1980,53,BEST PICTURE,"Jonathan Sanger, Producer",FALSE
Ordinary People,1980,53,BEST PICTURE,"Ronald L. Schwary, Producer",TRUE
Raging Bull,1980,53,BEST PICTURE,"Irwin Winkler and Robert Chartoff, Producers",FALSE
Tess,1980,53,BEST PICTURE,"Claude Berri, Producer;  Timothy Burrill, Co-Producer",FALSE
All Nothing,1980,53,SHORT FILM (Animated),"Frédéric Back, Producer",FALSE
The Fly,1980,53,SHORT FILM (Animated),"Ferenc Rofusz, Producer",TRUE
History of the World in Three Minutes Flat,1980,53,SHORT FILM (Animated),"Michael Mills, Producer",FALSE
The Dollar Bottom,1980,53,SHORT FILM (Dramatic Live Action),"Lloyd Phillips, Producer",TRUE
Fall Line,1980,53,SHORT FILM (Dramatic Live Action),"Bob Carmichael and Greg Lowe, Producers",FALSE
A Jury of Her Peers,1980,53,SHORT FILM (Dramatic Live Action),"Sally Heckel, Producer",FALSE
Altered States,1980,53,SOUND,"Arthur Piantadosi, Les Fresholtz, Michael Minkler, Willie D. Burton",FALSE
Coal Miner's Daughter,1980,53,SOUND,"Richard Portman, Roger Heman, Jim Alexander",FALSE
The Empire Strikes Back,1980,53,SOUND,"Bill Varney, Steve Maslow, Gregg Landaker, Peter Sutton",TRUE
Fame,1980,53,SOUND,"Michael J. Kohut, Aaron Rochin, Jay M. Harding, Chris Newman",FALSE
Raging Bull,1980,53,SOUND,"Donald O. Mitchell, Bill Nicholson, David J. Kimball, Les Lazarowitz",FALSE
Breaker Morant,1980,53,WRITING (Screenplay Based on Material from Another Medium),"Jonathan Hardy, David Stevens, Bruce Beresford",FALSE
Coal Miner's Daughter,1980,53,WRITING (Screenplay Based on Material from Another Medium),Tom Rickman,FALSE
The Elephant Man,1980,53,WRITING (Screenplay Based on Material from Another Medium),"Christopher DeVore, Eric Bergren, David Lynch",FALSE
Ordinary People,1980,53,WRITING (Screenplay Based on Material from Another Medium),Alvin Sargent,TRUE
The Stunt Man,1980,53,WRITING (Screenplay Based on Material from Another Medium),Screenplay by Lawrence B. Marcus;  Adaptation by Richard Rush,FALSE
Brubaker,1980,53,WRITING (Screenplay Written Directly for the Screen),"Screenplay by W. D. Richter;  Story by W. D. Richter, Arthur Ross",FALSE
Fame,1980,53,WRITING (Screenplay Written Directly for the Screen),Christopher Gore,FALSE
Melvin and Howard,1980,53,WRITING (Screenplay Written Directly for the Screen),Bo Goldman,TRUE
Mon Oncle D'Amerique,1980,53,WRITING (Screenplay Written Directly for the Screen),Jean Gruault,FALSE
Private Benjamin,1980,53,WRITING (Screenplay Written Directly for the Screen),"Nancy Meyers, Charles Shyer, Harvey Miller",FALSE
The Empire Strikes Back,1980,53,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Brian Johnson, Richard Edlund, Dennis Muren, Bruce Nicholson",TRUE
,1980,53,HONORARY AWARD, Henry Fonda,TRUE
Reds,1981,54,ACTOR IN A LEADING ROLE,Warren Beatty,FALSE
On Golden Pond,1981,54,ACTOR IN A LEADING ROLE,Henry Fonda,TRUE
Atlantic City,1981,54,ACTOR IN A LEADING ROLE,Burt Lancaster,FALSE
Arthur,1981,54,ACTOR IN A LEADING ROLE,Dudley Moore,FALSE
Absence of Malice,1981,54,ACTOR IN A LEADING ROLE,Paul Newman,FALSE
Only When I Laugh,1981,54,ACTOR IN A SUPPORTING ROLE,James Coco,FALSE
Arthur,1981,54,ACTOR IN A SUPPORTING ROLE,John Gielgud,TRUE
Chariots of Fire,1981,54,ACTOR IN A SUPPORTING ROLE,Ian Holm,FALSE
Reds,1981,54,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,FALSE
Ragtime,1981,54,ACTOR IN A SUPPORTING ROLE,"Howard E. Rollins, Jr.",FALSE
On Golden Pond,1981,54,ACTRESS IN A LEADING ROLE,Katharine Hepburn,TRUE
Reds,1981,54,ACTRESS IN A LEADING ROLE,Diane Keaton,FALSE
Only When I Laugh,1981,54,ACTRESS IN A LEADING ROLE,Marsha Mason,FALSE
Atlantic City,1981,54,ACTRESS IN A LEADING ROLE,Susan Sarandon,FALSE
The French Lieutenant's Woman,1981,54,ACTRESS IN A LEADING ROLE,Meryl Streep,FALSE
Absence of Malice,1981,54,ACTRESS IN A SUPPORTING ROLE,Melinda Dillon,FALSE
On Golden Pond,1981,54,ACTRESS IN A SUPPORTING ROLE,Jane Fonda,FALSE
Only When I Laugh,1981,54,ACTRESS IN A SUPPORTING ROLE,Joan Hackett,FALSE
Ragtime,1981,54,ACTRESS IN A SUPPORTING ROLE,Elizabeth McGovern,FALSE
Reds,1981,54,ACTRESS IN A SUPPORTING ROLE,Maureen Stapleton,TRUE
The French Lieutenant's Woman,1981,54,ART DIRECTION,Art Direction:  Assheton Gorton;  Set Decoration:  Ann Mollo,FALSE
Heaven's Gate,1981,54,ART DIRECTION,Art Direction:  Tambi Larsen;  Set Decoration:  Jim Berkey,FALSE
Ragtime,1981,54,ART DIRECTION,"Art Direction:  John Graysmark, Patrizia Von Brandenstein, Anthony Reading;  Set Decoration:  George de Titta, Sr., George de Titta, Jr., Peter Howitt",FALSE
Raiders of the Lost Ark,1981,54,ART DIRECTION,"Art Direction:  Norman Reynolds, Leslie Dilley;  Set Decoration:  Michael Ford",TRUE
Reds,1981,54,ART DIRECTION,Art Direction:  Richard Sylbert;  Set Decoration:  Michael Seirton,FALSE
Excalibur,1981,54,CINEMATOGRAPHY,Alex Thomson,FALSE
On Golden Pond,1981,54,CINEMATOGRAPHY,Billy Williams,FALSE
Ragtime,1981,54,CINEMATOGRAPHY,Miroslav Ondricek,FALSE
Raiders of the Lost Ark,1981,54,CINEMATOGRAPHY,Douglas Slocombe,FALSE
Reds,1981,54,CINEMATOGRAPHY,Vittorio Storaro,TRUE
Chariots of Fire,1981,54,COSTUME DESIGN,Milena Canonero,TRUE
The French Lieutenant's Woman,1981,54,COSTUME DESIGN,Tom Rand,FALSE
Pennies from Heaven,1981,54,COSTUME DESIGN,Bob Mackie,FALSE
Ragtime,1981,54,COSTUME DESIGN,Anna Hill Johnstone,FALSE
Reds,1981,54,COSTUME DESIGN,Shirley Russell,FALSE
Atlantic City,1981,54,DIRECTING,Louis Malle,FALSE
Chariots of Fire,1981,54,DIRECTING,Hugh Hudson,FALSE
On Golden Pond,1981,54,DIRECTING,Mark Rydell,FALSE
Raiders of the Lost Ark,1981,54,DIRECTING,Steven Spielberg,FALSE
Reds,1981,54,DIRECTING,Warren Beatty,TRUE
Against Wind and Tide: A Cuban Odyssey,1981,54,DOCUMENTARY (Feature),"Suzanne Bauman, Paul Neshamkin and Jim Burroughs, Producers",FALSE
Brooklyn Bridge,1981,54,DOCUMENTARY (Feature),"Ken Burns, Producer",FALSE
Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott,1981,54,DOCUMENTARY (Feature),"Mary Benjamin, Susanne Simpson and Boyd Estus, Producers",FALSE
El Salvador: Another Vietnam,1981,54,DOCUMENTARY (Feature),"Glenn Silber and Tete Vasconcellos, Producers",FALSE
Genocide,1981,54,DOCUMENTARY (Feature),"Arnold Schwartzman and Rabbi Marvin Hier, Producers",TRUE
Americas in Transition,1981,54,DOCUMENTARY (Short Subject),"Obie Benz, Producer",FALSE
Close Harmony,1981,54,DOCUMENTARY (Short Subject),"Nigel Noble, Producer",TRUE
Journey for Survival,1981,54,DOCUMENTARY (Short Subject),"Dick Young, Producer",FALSE
See What I Say,1981,54,DOCUMENTARY (Short Subject),"Linda Chapman, Pam LeBlanc and Freddi Stevens, Producers",FALSE
Urge to Build,1981,54,DOCUMENTARY (Short Subject),"Roland Hallé and John Hoover, Producers",FALSE
Chariots of Fire,1981,54,FILM EDITING,Terry Rawlings,FALSE
The French Lieutenant's Woman,1981,54,FILM EDITING,John Bloom,FALSE
On Golden Pond,1981,54,FILM EDITING,Robert L. Wolfe,FALSE
Raiders of the Lost Ark,1981,54,FILM EDITING,Michael Kahn,TRUE
Reds,1981,54,FILM EDITING,"Dede Allen, Craig McKay",FALSE
The Boat Is Full,1981,54,FOREIGN LANGUAGE FILM,Switzerland,FALSE
Man of Iron,1981,54,FOREIGN LANGUAGE FILM,Poland,FALSE
Mephisto,1981,54,FOREIGN LANGUAGE FILM,Hungary,TRUE
Muddy River,1981,54,FOREIGN LANGUAGE FILM,Japan,FALSE
Three Brothers,1981,54,FOREIGN LANGUAGE FILM,Italy,FALSE
An American Werewolf in London,1981,54,MAKEUP,Rick Baker,TRUE
Heartbeeps,1981,54,MAKEUP,Stan Winston,FALSE
Chariots of Fire,1981,54,MUSIC (Original Score),Vangelis,TRUE
Dragonslayer,1981,54,MUSIC (Original Score),Alex North,FALSE
On Golden Pond,1981,54,MUSIC (Original Score),Dave Grusin,FALSE
Ragtime,1981,54,MUSIC (Original Score),Randy Newman,FALSE
Raiders of the Lost Ark,1981,54,MUSIC (Original Score),John Williams,FALSE
Arthur,1981,54,MUSIC (Original Song),"Music and Lyric by Burt Bacharach, Carole Bayer Sager, Christopher Cross and Peter Allen",TRUE
Endless Love,1981,54,MUSIC (Original Song),Music and Lyric by Lionel Richie,FALSE
The Great Muppet Caper,1981,54,MUSIC (Original Song),Music and Lyric by Joe Raposo,FALSE
For Your Eyes Only,1981,54,MUSIC (Original Song),Music by Bill Conti; Lyric by Mick Leeson,FALSE
Ragtime,1981,54,MUSIC (Original Song),Music and Lyric by Randy Newman,FALSE
Atlantic City,1981,54,BEST PICTURE,"Denis Heroux and John Kemeny, Producers",FALSE
Chariots of Fire,1981,54,BEST PICTURE,"David Puttnam, Producer",TRUE
On Golden Pond,1981,54,BEST PICTURE,"Bruce Gilbert, Producer",FALSE
Raiders of the Lost Ark,1981,54,BEST PICTURE,"Frank Marshall, Producer",FALSE
Reds,1981,54,BEST PICTURE,"Warren Beatty, Producer",FALSE
Crac,1981,54,SHORT FILM (Animated),"Frédéric Back, Producer",TRUE
The Creation,1981,54,SHORT FILM (Animated),"Will Vinton, Producer",FALSE
The Tender Tale of Cinderella Penguin,1981,54,SHORT FILM (Animated),"Janet Perlman, Producer",FALSE
Couples and Robbers,1981,54,SHORT FILM (Live Action),"Christine Oestreicher, Producer",FALSE
First Winter,1981,54,SHORT FILM (Live Action),"John N. Smith, Producer",FALSE
Violet,1981,54,SHORT FILM (Live Action),"Paul Kemp and Shelley Levinson, Producers",TRUE
On Golden Pond,1981,54,SOUND,"Richard Portman, David Ronne",FALSE
Outland,1981,54,SOUND,"John K. Wilkinson, Robert W. Glass, Jr., Robert M. Thirlwell, Robin Gregory",FALSE
Pennies from Heaven,1981,54,SOUND,"Michael J. Kohut, Jay M. Harding, Richard Tyler, Al Overton",FALSE
Raiders of the Lost Ark,1981,54,SOUND,"Bill Varney, Steve Maslow, Gregg Landaker, Roy Charman",TRUE
Reds,1981,54,SOUND,"Dick Vorisek, Tom Fleischman, Simon Kaye",FALSE
Dragonslayer,1981,54,VISUAL EFFECTS,"Dennis Muren, Phil Tippett, Ken Ralston, Brian Johnson",FALSE
Raiders of the Lost Ark,1981,54,VISUAL EFFECTS,"Richard Edlund, Kit West, Bruce Nicholson, Joe Johnston",TRUE
The French Lieutenant's Woman,1981,54,WRITING (Screenplay Based on Material from Another Medium),Harold Pinter,FALSE
On Golden Pond,1981,54,WRITING (Screenplay Based on Material from Another Medium),Ernest Thompson,TRUE
Pennies from Heaven,1981,54,WRITING (Screenplay Based on Material from Another Medium),Dennis Potter,FALSE
Prince of the City,1981,54,WRITING (Screenplay Based on Material from Another Medium),"Jay Presson Allen, Sidney Lumet",FALSE
Ragtime,1981,54,WRITING (Screenplay Based on Material from Another Medium),Michael Weller,FALSE
Absence of Malice,1981,54,WRITING (Screenplay Written Directly for the Screen),Kurt Luedtke,FALSE
Arthur,1981,54,WRITING (Screenplay Written Directly for the Screen),Steve Gordon,FALSE
Atlantic City,1981,54,WRITING (Screenplay Written Directly for the Screen),John Guare,FALSE
Chariots of Fire,1981,54,WRITING (Screenplay Written Directly for the Screen),Colin Welland,TRUE
Reds,1981,54,WRITING (Screenplay Written Directly for the Screen),"Warren Beatty, Trevor Griffiths",FALSE
Raiders of the Lost Ark,1981,54,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),"Ben Burtt, Richard L. Anderson",TRUE
,1981,54,JEAN HERSHOLT HUMANITARIAN AWARD,Danny Kaye,TRUE
,1981,54,HONORARY AWARD, Barbara Stanwyck for superlative creativity and unique contribution to the art of screen acting.,TRUE
,1981,54,IRVING G. THALBERG MEMORIAL AWARD,Albert R. Broccoli,TRUE
Tootsie,1982,55,ACTOR IN A LEADING ROLE,Dustin Hoffman,FALSE
Gandhi,1982,55,ACTOR IN A LEADING ROLE,Ben Kingsley,TRUE
Missing,1982,55,ACTOR IN A LEADING ROLE,Jack Lemmon,FALSE
The Verdict,1982,55,ACTOR IN A LEADING ROLE,Paul Newman,FALSE
My Favorite Year,1982,55,ACTOR IN A LEADING ROLE,Peter O'Toole,FALSE
The Best Little Whorehouse in Texas,1982,55,ACTOR IN A SUPPORTING ROLE,Charles Durning,FALSE
An Officer and a Gentleman,1982,55,ACTOR IN A SUPPORTING ROLE,"Louis Gossett, Jr.",TRUE
The World According to Garp,1982,55,ACTOR IN A SUPPORTING ROLE,John Lithgow,FALSE
The Verdict,1982,55,ACTOR IN A SUPPORTING ROLE,James Mason,FALSE
Victor/Victoria,1982,55,ACTOR IN A SUPPORTING ROLE,Robert Preston,FALSE
Victor/Victoria,1982,55,ACTRESS IN A LEADING ROLE,Julie Andrews,FALSE
Frances,1982,55,ACTRESS IN A LEADING ROLE,Jessica Lange,FALSE
Missing,1982,55,ACTRESS IN A LEADING ROLE,Sissy Spacek,FALSE
Sophie's Choice,1982,55,ACTRESS IN A LEADING ROLE,Meryl Streep,TRUE
An Officer and a Gentleman,1982,55,ACTRESS IN A LEADING ROLE,Debra Winger,FALSE
The World According to Garp,1982,55,ACTRESS IN A SUPPORTING ROLE,Glenn Close,FALSE
Tootsie,1982,55,ACTRESS IN A SUPPORTING ROLE,Teri Garr,FALSE
Tootsie,1982,55,ACTRESS IN A SUPPORTING ROLE,Jessica Lange,TRUE
Frances,1982,55,ACTRESS IN A SUPPORTING ROLE,Kim Stanley,FALSE
Victor/Victoria,1982,55,ACTRESS IN A SUPPORTING ROLE,Lesley Ann Warren,FALSE
Annie,1982,55,ART DIRECTION,Art Direction:  Dale Hennesy; Set Decoration:  Marvin March,FALSE
Blade Runner,1982,55,ART DIRECTION,"Art Direction:  Lawrence G. Paull, David L. Snyder;  Set Decoration:  Linda DeScenna",FALSE
Gandhi,1982,55,ART DIRECTION,"Art Direction:  Stuart Craig, Bob Laing;  Set Decoration:  Michael Seirton",TRUE
La Traviata,1982,55,ART DIRECTION,Art Direction:  Franco Zeffirelli;  Set Decoration:  Gianni Quaranta,FALSE
Victor/Victoria,1982,55,ART DIRECTION,"Art Direction:  Rodger Maus, Tim Hutchinson, William Craig Smith;  Set Decoration:  Harry Cordwell",FALSE
Das Boot,1982,55,CINEMATOGRAPHY,Jost Vacano,FALSE
E.T. The Extra-Terrestrial,1982,55,CINEMATOGRAPHY,Allen Daviau,FALSE
Gandhi,1982,55,CINEMATOGRAPHY,"Billy Williams, Ronnie Taylor",TRUE
Sophie's Choice,1982,55,CINEMATOGRAPHY,Nestor Almendros,FALSE
Tootsie,1982,55,CINEMATOGRAPHY,Owen Roizman,FALSE
Gandhi,1982,55,COSTUME DESIGN,"John Mollo, Bhanu Athaiya",TRUE
La Traviata,1982,55,COSTUME DESIGN,Piero Tosi,FALSE
Sophie's Choice,1982,55,COSTUME DESIGN,Albert Wolsky,FALSE
Tron,1982,55,COSTUME DESIGN,"Elois Jenssen, Rosanna Norton",FALSE
Victor/Victoria,1982,55,COSTUME DESIGN,Patricia Norris,FALSE
Das Boot,1982,55,DIRECTING,Wolfgang Petersen,FALSE
E.T. The Extra-Terrestrial,1982,55,DIRECTING,Steven Spielberg,FALSE
Gandhi,1982,55,DIRECTING,Richard Attenborough,TRUE
Tootsie,1982,55,DIRECTING,Sydney Pollack,FALSE
The Verdict,1982,55,DIRECTING,Sidney Lumet,FALSE
After the Axe,1982,55,DOCUMENTARY (Feature),"Sturla Gunnarsson and Steve Lucas, Producers",FALSE
Ben's Mill,1982,55,DOCUMENTARY (Feature),"John Karol and Michel Chalufour, Producers",FALSE
In Our Water,1982,55,DOCUMENTARY (Feature),"Meg Switzgable, Producer",FALSE
Just Another Missing Kid,1982,55,DOCUMENTARY (Feature),"John Zaritsky, Producer",TRUE
A Portrait of Giselle,1982,55,DOCUMENTARY (Feature),"Joseph Wishy, Producer",FALSE
Gods of Metal,1982,55,DOCUMENTARY (Short Subject),"Robert Richter, Producer",FALSE
If You Love This Planet,1982,55,DOCUMENTARY (Short Subject),"Edward Le Lorrain and Terri Nash, Producers",TRUE
The Klan: A Legacy of Hate in America,1982,55,DOCUMENTARY (Short Subject),"Charles Guggenheim and Werner Schumann, Producers",FALSE
To Live or Let Die,1982,55,DOCUMENTARY (Short Subject),"Freida Lee Mock, Producer",FALSE
Traveling Hopefully,1982,55,DOCUMENTARY (Short Subject),"John G. Avildsen, Producer",FALSE
Das Boot,1982,55,FILM EDITING,Hannes Nikel,FALSE
E.T. The Extra-Terrestrial,1982,55,FILM EDITING,Carol Littleton,FALSE
Gandhi,1982,55,FILM EDITING,John Bloom,TRUE
An Officer and a Gentleman,1982,55,FILM EDITING,Peter Zinner,FALSE
Tootsie,1982,55,FILM EDITING,"Fredric Steinkamp, William Steinkamp",FALSE
Alsino and the Condor,1982,55,FOREIGN LANGUAGE FILM,Nicaragua,FALSE
Coup de Torchon ('Clean Slate'),1982,55,FOREIGN LANGUAGE FILM,France,FALSE
The Flight of the Eagle,1982,55,FOREIGN LANGUAGE FILM,Sweden,FALSE
Private Life,1982,55,FOREIGN LANGUAGE FILM,Union of Soviet Socialist Republics,FALSE
Volver a Empezar ('To Begin Again'),1982,55,FOREIGN LANGUAGE FILM,Spain,TRUE
Gandhi,1982,55,MAKEUP,Tom Smith,FALSE
Quest for Fire,1982,55,MAKEUP,"Sarah Monzani, Michèle Burke",TRUE
E.T. The Extra-Terrestrial,1982,55,MUSIC (Original Score),John Williams,TRUE
Gandhi,1982,55,MUSIC (Original Score),"Ravi Shankar, George Fenton",FALSE
An Officer and a Gentleman,1982,55,MUSIC (Original Score),Jack Nitzsche,FALSE
Poltergeist,1982,55,MUSIC (Original Score),Jerry Goldsmith,FALSE
Sophie's Choice,1982,55,MUSIC (Original Score),Marvin Hamlisch,FALSE
Annie,1982,55,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),Adaptation Score by Ralph Burns,FALSE
One from the Heart,1982,55,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),Song Score by Tom Waits,FALSE
Victor/Victoria,1982,55,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),Song Score by Henry Mancini and Leslie Bricusse; Adaptation Score by Henry Mancini,TRUE
Rocky III,1982,55,MUSIC (Original Song),Music and Lyric by Jim Peterik and Frankie Sullivan III,FALSE
Best Friends,1982,55,MUSIC (Original Song),Music by Michel Legrand; Lyric by Alan Bergman and Marilyn Bergman,FALSE
"Yes, Giorgio",1982,55,MUSIC (Original Song),Music by John Williams; Lyric by Alan Bergman and Marilyn Bergman,FALSE
Tootsie,1982,55,MUSIC (Original Song),Music by Dave Grusin; Lyric by Alan Bergman and Marilyn Bergman,FALSE
An Officer and a Gentleman,1982,55,MUSIC (Original Song),Music by Jack Nitzsche and Buffy Sainte-Marie; Lyric by Will Jennings,TRUE
E.T. The Extra-Terrestrial,1982,55,BEST PICTURE,"Steven Spielberg and Kathleen Kennedy, Producers",FALSE
Gandhi,1982,55,BEST PICTURE,"Richard Attenborough, Producer",TRUE
Missing,1982,55,BEST PICTURE,"Edward Lewis and Mildred Lewis, Producers",FALSE
Tootsie,1982,55,BEST PICTURE,"Sydney Pollack and Dick Richards, Producers",FALSE
The Verdict,1982,55,BEST PICTURE,"Richard D. Zanuck and David Brown, Producers",FALSE
The Great Cognito,1982,55,SHORT FILM (Animated),"Will Vinton, Producer",FALSE
The Snowman,1982,55,SHORT FILM (Animated),"John Coates, Producer",FALSE
Tango,1982,55,SHORT FILM (Animated),"Zbigniew Rybczynski, Producer",TRUE
Ballet Robotique,1982,55,SHORT FILM (Live Action),"Bob Rogers, Producer",FALSE
A Shocking Accident,1982,55,SHORT FILM (Live Action),"Christine Oestreicher, Producer",TRUE
The Silence,1982,55,SHORT FILM (Live Action),"Michael Toshiyuki Uno and Joseph Benson, Producers",FALSE
Split Cherry Tree,1982,55,SHORT FILM (Live Action),"Jan Saunders, Producer",FALSE
Sredni Vashtar,1982,55,SHORT FILM (Live Action),"Andrew Birkin, Producer",FALSE
Das Boot,1982,55,SOUND,"Milan Bor, Trevor Pyke, Mike Le-Mare",FALSE
E.T. The Extra-Terrestrial,1982,55,SOUND,"Robert Knudson, Robert Glass, Don Digirolamo, Gene Cantamessa",TRUE
Gandhi,1982,55,SOUND,"Gerry Humphreys, Robin O'Donoghue, Jonathan Bates, Simon Kaye",FALSE
Tootsie,1982,55,SOUND,"Arthur Piantadosi, Les Fresholtz, Dick Alexander, Les Lazarowitz",FALSE
Tron,1982,55,SOUND,"Michael Minkler, Bob Minkler, Lee Minkler, Jim La Rue",FALSE
Das Boot,1982,55,SOUND EFFECTS EDITING,Mike Le-Mare,FALSE
E.T. The Extra-Terrestrial,1982,55,SOUND EFFECTS EDITING,"Charles L. Campbell, Ben Burtt",TRUE
Poltergeist,1982,55,SOUND EFFECTS EDITING,"Stephen Hunter Flick, Richard L. Anderson",FALSE
Blade Runner,1982,55,VISUAL EFFECTS,"Douglas Trumbull, Richard Yuricich, David Dryer",FALSE
E.T. The Extra-Terrestrial,1982,55,VISUAL EFFECTS,"Carlo Rambaldi, Dennis Muren, Kenneth F. Smith",TRUE
Poltergeist,1982,55,VISUAL EFFECTS,"Richard Edlund, Michael Wood, Bruce Nicholson",FALSE
Das Boot,1982,55,WRITING (Screenplay Based on Material from Another Medium),Wolfgang Petersen,FALSE
Missing,1982,55,WRITING (Screenplay Based on Material from Another Medium),"Costa-Gavras, Donald Stewart",TRUE
Sophie's Choice,1982,55,WRITING (Screenplay Based on Material from Another Medium),Alan J. Pakula,FALSE
The Verdict,1982,55,WRITING (Screenplay Based on Material from Another Medium),David Mamet,FALSE
Victor/Victoria,1982,55,WRITING (Screenplay Based on Material from Another Medium),Blake Edwards,FALSE
Diner,1982,55,WRITING (Screenplay Written Directly for the Screen),Barry Levinson,FALSE
